class,species,stateProvi,decimalLat,decimalLon,year
Aves,Poecile atricapillus,Montana,47.55,-110.95,1889
Aves,Lanius ludovicianus,Montana,47.50028,-111.3,1886
Aves,Eremophila alpestris,Montana,45.72694,-107.57444,1885
Aves,Hirundo rustica,Montana,47.50028,-111.30083,1889
Aves,Bartramia longicauda,Montana,47.39944,-111.16694,1889
Aves,Pooecetes gramineus,Montana,47.5,-111.3,1889
Aves,Lanius excubitor,Montana,47.50028,-111.30083,1885
Aves,Tachycineta thalassina,Montana,47.41139,-110.65667,1889
Aves,Riparia riparia,Montana,47.50028,-111.30083,1889
Aves,Eremophila alpestris,Montana,47.53833,-111.19917,1889
Aves,Piranga ludoviciana,Montana,47.55306,-110.9575,1881
Aves,Bombycilla garrulus,Montana,45.72694,-107.57444,1885
Aves,Petrochelidon pyrrhonota,Montana,47.53333,-111.20472,1889
Aves,Eremophila alpestris,Montana,47.53833,-111.19917,1888
Aves,Chordeiles minor,Montana,48.44139,-113.21722,1907
Aves,Lanius excubitor,Montana,47.50028,-111.30083,1892
Aves,Ammodramus savannarum,Montana,48.31722,-110.0125,1889
Aves,Pooecetes gramineus,Montana,47.5,-111.3,1889
Aves,Lanius ludovicianus,Montana,47.50028,-111.3,1890
Aves,Passerina amoena,Montana,46.75,-111.59556,1880
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Aves,Eremophila alpestris,Montana,47.533379,-111.72138699999999,1867
Aves,Leucosticte tephrocotis,Montana,45.683333,-109.433333,1914
Aves,Pelecanus erythrorhynchos,Montana,48.333332,-107.900002,1936
Aves,Leucosticte tephrocotis,Montana,45.683333,-109.433333,1914
Aves,Dryobates pubescens,Montana,45.683333,-109.433333,1914
Aves,Larus delawarensis,Montana,48.333332,-107.900002,1936
Aves,Recurvirostra americana,Montana,48.333332,-107.900002,1936
Aves,Leucosticte tephrocotis,Montana,45.683333,-109.433333,1917
Aves,Larus delawarensis,Montana,48.333332,-107.900002,1936
Aves,Seiurus aurocapilla,Montana,45.016666,-106.866669,1948
Aves,Pelecanus erythrorhynchos,Montana,48.333332,-107.900002,1936
Aves,Junco hyemalis,Montana,45.683333,-109.433333,1917
Aves,Leucosticte tephrocotis,Montana,45.683333,-109.433333,1914
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Sylvilagus nuttallii,Montana,45.616667,-110.55,1920
Mammalia,Tamias amoenus,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Aves,Catharus ustulatus,Montana,46.416667,-105.85,1919
Aves,Euphagus carolinus,Montana,46.416667,-105.85,1919
Aves,Colaptes auratus,Montana,46.416667,-105.85,1920
Aves,Passerculus sandwichensis,Montana,46.416667,-105.85,1919
Aves,Catharus ustulatus,Montana,46.416667,-105.85,1920
Aves,Passerculus sandwichensis,Montana,46.416667,-105.85,1900
Aves,Catharus ustulatus,Montana,46.416667,-105.85,1919
Aves,Catharus ustulatus,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1919
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1919
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1919
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1919
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1920
Aves,Eremophila alpestris,Montana,46.416667,-105.85,1919
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Melospiza lincolnii,Montana,46.416667,-105.85,1920
Aves,Melospiza lincolnii,Montana,46.416667,-105.85,1920
Aves,Setophaga aestiva,Montana,46.416667,-105.85,1919
Aves,Melospiza lincolnii,Montana,46.416667,-105.85,1920
Aves,Setophaga coronata,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Junco hyemalis,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Acanthis flammea,Montana,46.416667,-105.85,1920
Aves,Leiothlypis celata,Montana,46.416667,-105.85,1920
Aves,Setophaga coronata,Montana,46.416667,-105.85,1920
Aves,Leiothlypis celata,Montana,46.416667,-105.85,1920
Mammalia,Urocitellus richardsonii,Montana,45.616667,-110.55,1920
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Aves,Troglodytes aedon,Montana,45.99139,-107.95139,1873
Aves,Petrochelidon pyrrhonota,Montana,47.53333,-111.20472,1889
Aves,Lanius excubitor,Montana,47.50028,-111.30083,1883
Aves,Lanius ludovicianus,Montana,47.50028,-111.3,1890
Aves,Pooecetes gramineus,Montana,47.5,-111.3,1889
Aves,Ammodramus savannarum,Montana,47.53833,-111.19917,1889
Aves,Pooecetes gramineus,Montana,45.65,-108.71444,1881
Mammalia,Cynomys ludovicianus,Montana,45.783249,-108.500687,1940
Mammalia,Tamias amoenus,Montana,48.010983,-109.811851,1897
Mammalia,Dipodomys ordii,Montana,46.8012349,-108.5374433,1942
Mammalia,Dipodomys ordii,Montana,46.8012349,-108.5374433,1942
Amphibia,Lithobates pipiens,Montana,48.18,-106.63,1919
Aves,Tachycineta thalassina,Montana,47.41139,-110.65667,1889
Aves,Riparia riparia,Montana,47.53833,-111.19917,1889
Aves,Eremophila alpestris,Montana,47.53833,-111.19917,1889
Aves,Piranga ludoviciana,Montana,47.55306,-110.9575,1889
Aves,Ammodramus savannarum,Montana,47.53833,-111.19917,1889
Aves,Passerina amoena,Montana,47.55306,-110.95667,1889
Amphibia,Lithobates pipiens,Montana,45.4606,-108.317,1900
Mammalia,Tamias minimus,Montana,45.783328,-108.500003,1909
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Aves,Tachycineta thalassina,Montana,47.41139,-110.65667,1889
Aves,Cinclus mexicanus,Montana,47.57,-111.12306,1889
Aves,Piranga ludoviciana,Montana,47.55306,-110.9575,1889
Aves,Asio flammeus,Montana,47.53833,-111.19917,1889
Aves,Lanius ludovicianus,Montana,47.50028,-111.3,1889
Aves,Passerina amoena,Montana,47.55306,-110.95667,1889
Aves,Pooecetes gramineus,Montana,45.65,-108.71444,1881
Aves,Setophaga ruticilla,Montana,46,-110.5,1888
Aves,Leuconotopicus villosus,Montana,46.4083,-105.8583,1889
Aves,Troglodytes aedon,Montana,46.28056,-106.46028,1873
Aves,Hirundo rustica,Montana,47.50028,-111.30083,1889
Aves,Piranga ludoviciana,Montana,47.55306,-110.9575,1889
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Mammalia,Urocitellus armatus,Montana,47.0003,-109.751,1941
Amphibia,Anaxyrus woodhousii,Montana,46.0431,-104.469,1916
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Lithobates pipiens,Montana,45.009866,-107.4019,1921
Amphibia,Rana pretiosa,Montana,48.738082,-113.426606,1927
Amphibia,Pseudacris triseriata,Montana,45.16557,-104.616315,1939
Amphibia,Spea bombifrons,Montana,47.318869,-106.909027,1917
Amphibia,Rana pretiosa,Montana,48.738082,-113.426606,1927
Amphibia,Anaxyrus woodhousii,Montana,46.39829,-105.856263,1926
Amphibia,Anaxyrus woodhousii,Montana,45.775089,-107.69491,1921
Amphibia,Anaxyrus woodhousii,Montana,46.372145,-105.836885,1934
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Spea bombifrons,Montana,47.513574,-105.400337,1934
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Rana pretiosa,Montana,48.743685,-113.440766,1927
Amphibia,Spea bombifrons,Montana,47.318869,-106.909027,1917
Amphibia,Lithobates pipiens,Montana,46.337039,-109.526451,1942
Amphibia,Anaxyrus boreas,Montana,48.743685,-113.440766,1927
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Pseudacris triseriata,Montana,46.372145,-105.836885,1934
Amphibia,Lithobates pipiens,Montana,46.505771,-104.525336,1926
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Anaxyrus boreas,Montana,48.743685,-113.440766,1927
Amphibia,Anaxyrus woodhousii,Montana,45.775089,-107.69491,1921
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Anaxyrus boreas,Montana,48.743685,-113.440766,1927
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Anaxyrus woodhousii,Montana,47.318869,-106.909027,1917
Amphibia,Rana pretiosa,Montana,48.738082,-113.426606,1927
Squamata,Phrynosoma ornatissimum,Montana,45.786158,-108.527811,1904
Squamata,Phrynosoma ornatissimum,Montana,45.758886,-105.115425,1903
Squamata,Phrynosoma ornatissimum,Montana,45.786158,-108.527811,1904
Squamata,Phrynosoma ornatissimum,Montana,45.786158,-108.527811,1904
Squamata,Phrynosoma ornatissimum,Montana,45.786158,-108.527811,1904
Squamata,Phrynosoma ornatissimum,Montana,46.267706,-106.679336,1903
Squamata,Phrynosoma brevirostris,Montana,46.2749,-106.443172,1910
Squamata,Phrynosoma brevirostris,Montana,46.2749,-106.443172,1910
Squamata,Lampropeltis gentilis,Montana,46.20182,-105.64577,1949
Squamata,Crotalus viridis,Montana,47.318869,-106.909027,1917
Squamata,Thamnophis radix,Montana,46.401473,-105.847051,1934
Squamata,Thamnophis radix,Montana,46.509746,-105.986444,1939
Squamata,Thamnophis elegans,Montana,46.718925,-109.340677,1942
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,48.745415,-112.032904,1933
Squamata,Thamnophis sirtalis,Montana,48.738956,-113.420962,1927
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,48.745415,-112.032904,1933
Testudines,Apalone spinifera,Montana,46.313869,-109.402177,1942
Squamata,Thamnophis elegans,Montana,46.03693,-109.791182,1942
Squamata,Thamnophis radix,Montana,45.16557,-104.616315,1939
Squamata,Crotalus viridis,Montana,46.317005,-109.83088,1926
Squamata,Crotalus viridis,Montana,46.317222,-109.829226,1932
Squamata,Crotalus viridis,Montana,46.070408,-109.842124,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,48.754928,-111.983126,1933
Squamata,Coluber constrictor,Montana,45.590085,-105.633573,1939
Squamata,Thamnophis radix,Montana,46.40633,-105.840035,1904
Squamata,Crotalus viridis,Montana,46.317222,-109.829226,1932
Squamata,Crotalus viridis,Montana,47.2692,-111.70053,1927
Squamata,Thamnophis elegans,Montana,48.742226,-113.427622,1927
Squamata,Crotalus viridis,Montana,48.745415,-112.032904,1933
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Testudines,Chrysemys picta,Montana,47.375075,-104.402968,1939
Squamata,Thamnophis elegans,Montana,45.78398,-108.510808,1904
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Coluber constrictor,Montana,45.786204,-105.66228,1939
Squamata,Crotalus viridis,Montana,46.317222,-109.829226,1932
Squamata,Crotalus viridis,Montana,46.428321,-109.501905,1933
Squamata,Crotalus viridis,Montana,46.317222,-109.829226,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,48.745415,-112.032904,1933
Squamata,Crotalus viridis,Montana,46.316307,-109.82957,1935
Squamata,Thamnophis radix,Montana,47.318869,-106.909027,1917
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Coluber constrictor,Montana,45.39816,-105.352892,1939
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,46.316307,-109.82957,1935
Squamata,Thamnophis sirtalis,Montana,47.670942,-104.157075,1939
Squamata,Thamnophis elegans,Montana,46.718925,-109.340677,1942
Squamata,Thamnophis elegans,Montana,47.587897,-111.058893,1942
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,48.743392,-112.030809,1932
Squamata,Coluber constrictor,Montana,45.823464,-109.798721,1926
Squamata,Crotalus viridis,Montana,47.318869,-106.909027,1917
Squamata,Crotalus viridis,Montana,46.317437,-109.828234,1932
Squamata,Crotalus viridis,Montana,46.317222,-109.829226,1932
Squamata,Crotalus viridis,Montana,48.754928,-111.983126,1933
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Crotalus viridis,Montana,46.430385,-109.502851,1932
Squamata,Thamnophis sirtalis,Montana,45.781399,-108.510473,1904
Squamata,Crotalus viridis,Montana,47.318869,-106.909027,1917
Squamata,Heterodon nasicus,Montana,48.3489,-111.3135,1950
Squamata,Thamnophis elegans,Montana,48.3485,-111.1833,1950
Squamata,Heterodon nasicus,Montana,48.3391,-111.2976,1950
Squamata,Crotalus viridis,Montana,48.3485,-111.1833,1950
Squamata,Crotalus viridis,Montana,48.4763,-111.5732,1950
Squamata,Thamnophis radix,Montana,48.3273,-111.3134,1950
Squamata,Thamnophis elegans,Montana,48.3485,-111.1833,1950
Squamata,Thamnophis elegans,Montana,48.3485,-111.1833,1950
Squamata,Thamnophis elegans,Montana,48.3485,-111.1833,1950
Squamata,Thamnophis elegans,Montana,48.3485,-111.1833,1950
Squamata,Coluber constrictor,Montana,48.3489,-111.3135,1950
Squamata,Pituophis catenifer,Montana,48.3489,-111.3135,1950
Squamata,Phrynosoma hernandesi,Montana,48.3489,-111.3135,1950
Squamata,Phrynosoma hernandesi,Montana,48.3489,-111.3135,1950
Squamata,Phrynosoma hernandesi,Montana,48.3489,-111.3135,1950
Testudines,Chrysemys picta,Montana,45.312789,-107.366931,1932
Testudines,Chrysemys picta,Montana,46.4083,-105.84,1888
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Phrynosoma hernandesi,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis radix,Montana,48.18,-106.63,1919
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Crotalus viridis,Montana,45.0200618,-105.4804314,1894
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis sirtalis,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis radix,Montana,45.4364658,-104.3744038,1916
Squamata,Thamnophis elegans,Montana,47.3218288,-109.2485717,1919
Squamata,Sceloporus graciosus,Montana,45.7241391,-108.5225281,1909
Testudines,Chelydra serpentina,Montana,45.3876558,-106.1414549,1916
Squamata,Thamnophis sirtalis,Montana,48.883497,-113.4267199,1874
Squamata,Coluber constrictor,Montana,45.8354289,-109.9595708,1922
Squamata,Sceloporus graciosus,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis elegans,Montana,46.0371261,-110.2255812,1917
Squamata,Phrynosoma hernandesi,Montana,45.7559586,-105.3654367,1916
Squamata,Sceloporus graciosus,Montana,45.7241391,-108.5225281,1909
Squamata,Pituophis catenifer,Montana,45.6020465,-107.464496,1916
Testudines,Chrysemys picta,Montana,46.7508554,-105.2814463,1918
Squamata,Phrynosoma hernandesi,Montana,46.1871339,-108.9905479,1894
Squamata,Thamnophis radix,Montana,46.8003552,-105.3074477,1918
Squamata,Thamnophis sirtalis,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis sirtalis,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis radix,Montana,48.2308559,-104.9114541,1922
Squamata,Heterodon nasicus,Montana,48.1634575,-104.6294446,1874
Squamata,Thamnophis elegans,Montana,45.498155,-106.1734572,1916
Squamata,Pituophis catenifer,Montana,45.4606,-108.317,1900
Squamata,Coluber constrictor,Montana,48.3526348,-108.2555576,1919
Squamata,Thamnophis sirtalis,Montana,47.0542283,-109.4165727,1918
Squamata,Sceloporus graciosus,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis radix,Montana,48.9640409,-107.4065411,1874
Squamata,Thamnophis elegans,Montana,46.78363,-109.2725645,1918
Squamata,Crotalus viridis,Montana,45.6268598,-105.2524318,1916
Squamata,Thamnophis radix,Montana,47.1061579,-104.7174338,1916
Squamata,Phrynosoma hernandesi,Montana,45.4606,-108.317,1900
Squamata,Thamnophis radix,Montana,47.5166139,-111.3026347,1894
Squamata,Crotalus viridis,Montana,45.6020465,-107.464496,1916
Squamata,Phrynosoma hernandesi,Montana,45.7241391,-108.5225281,1909
Squamata,Phrynosoma hernandesi,Montana,45.2032512,-107.0664794,1894
Squamata,Phrynosoma hernandesi,Montana,45.4606,-108.317,1900
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Crotalus viridis,Montana,45.6268598,-105.2524318,1916
Squamata,Thamnophis elegans,Montana,45.6207514,-106.6754733,1916
Squamata,Phrynosoma hernandesi,Montana,45.7241391,-108.5225281,1909
Squamata,Crotalus viridis,Montana,46.7712546,-105.4214508,1918
Squamata,Sceloporus graciosus,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis radix,Montana,45.3813645,-104.6494113,1916
Squamata,Sceloporus graciosus,Montana,46.3246362,-108.5665375,1908
Squamata,Crotalus viridis,Montana,45.6020465,-107.464496,1916
Squamata,Pituophis catenifer,Montana,45.6143456,-107.6065002,1917
Squamata,Thamnophis radix,Montana,48.1634575,-104.6294446,1874
Squamata,Thamnophis elegans,Montana,47.2722275,-109.4605772,1919
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Crotalus viridis,Montana,47.5166139,-111.3026347,1894
Squamata,Phrynosoma hernandesi,Montana,45.6745597,-105.2324318,1916
Squamata,Crotalus viridis,Montana,47.1061579,-104.7174338,1916
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Phrynosoma hernandesi,Montana,47.9994608,-104.0524247,1873
Squamata,Phrynosoma hernandesi,Montana,45.7559586,-105.3654367,1916
Squamata,Phrynosoma hernandesi,Montana,46.8961483,-106.4024816,1918
Squamata,Phrynosoma hernandesi,Montana,47.1414543,-105.3254526,1909
Squamata,Phrynosoma hernandesi,Montana,46.9194437,-107.1345036,1918
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Testudines,Chrysemys picta,Montana,45.4284478,-107.4004919,1917
Testudines,Apalone spinifera,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis radix,Montana,47.75,-106.5,1919
Squamata,Coluber constrictor,Montana,45.8979345,-109.0885467,1917
Squamata,Heterodon nasicus,Montana,45.6020465,-107.464496,1916
Squamata,Pituophis catenifer,Montana,45.6020465,-107.464496,1916
Squamata,Phrynosoma hernandesi,Montana,45.2032512,-107.0664794,1894
Squamata,Thamnophis sirtalis,Montana,45.853329,-109.9355703,1917
Squamata,Thamnophis radix,Montana,48.1634575,-104.6294446,1874
Squamata,Thamnophis sirtalis,Montana,45.6207514,-106.6754733,1916
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Coluber constrictor,Montana,45.587954,-106.2724612,1916
Squamata,Sceloporus graciosus,Montana,45.0657592,-105.8794435,1916
Squamata,Thamnophis radix,Montana,48.9640409,-107.4065411,1874
Squamata,Phrynosoma hernandesi,Montana,45.4606,-108.317,1900
Squamata,Crotalus viridis,Montana,46.7712546,-105.4214508,1918
Squamata,Thamnophis radix,Montana,48.2308559,-104.9114541,1922
Squamata,Sceloporus graciosus,Montana,45.0657592,-105.8794435,1916
Squamata,Coluber constrictor,Montana,45.4606,-108.317,1900
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Testudines,Apalone spinifera,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis radix,Montana,47.75,-106.5,1919
Squamata,Lampropeltis triangulum,Montana,45.7241391,-108.5225281,1909
Testudines,Apalone spinifera,Montana,45.6020465,-107.464496,1916
Testudines,Apalone spinifera,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis sirtalis,Montana,45.6020465,-107.464496,1916
Testudines,Chrysemys picta,Montana,45.4606,-108.317,1900
Squamata,Coluber constrictor,Montana,45.6020465,-107.464496,1916
Squamata,Thamnophis radix,Montana,46.3611,-105.83,1918
Squamata,Heterodon nasicus,Montana,45.7241391,-108.5225281,1909
Squamata,Thamnophis radix,Montana,48.18,-106.63,1919
Squamata,Thamnophis sirtalis,Montana,45.7241391,-108.5225281,1909
Squamata,Crotalus viridis,Montana,45.292546,-106.188997,1947
Squamata,Thamnophis elegans,Montana,45.292546,-106.188997,1947
Squamata,Coluber constrictor,Montana,47.198491,-104.654479,1947
Squamata,Thamnophis elegans,Montana,45.209999,-108.474095,1947
Squamata,Crotalus viridis,Montana,47.198491,-104.654479,1947
Testudines,Chelydra serpentina,Montana,45.292546,-106.188997,1947
Squamata,Coluber constrictor,Montana,45.576474,-106.544012,1947
Squamata,Thamnophis elegans,Montana,45.209999,-108.474095,1947
Squamata,Sceloporus graciosus,Montana,45.279825,-106.251513,1947
Squamata,Thamnophis elegans,Montana,45.206412,-108.527736,1947
Squamata,Thamnophis elegans,Montana,45.209999,-108.474095,1947
Squamata,Coluber constrictor,Montana,45.632594,-109.043055,1947
Squamata,Coluber constrictor,Montana,45.624559,-106.626905,1947
Squamata,Pituophis catenifer,Montana,45.599702,-106.497642,1947
Squamata,Sceloporus graciosus,Montana,45.30535,-106.141915,1947
Squamata,Sceloporus graciosus,Montana,45.279825,-106.251513,1947
Squamata,Thamnophis elegans,Montana,48.556537,-113.273739,1942
Squamata,Pituophis catenifer,Montana,46.293267,-107.228992,1941
Squamata,Pituophis catenifer,Montana,46.293024,-106.466915,1941
Testudines,Chrysemys picta,Montana,45.278476,-106.252248,1940
Squamata,Phrynosoma hernandesi,Montana,46.26478,-106.785312,1940
Squamata,Pituophis catenifer,Montana,45.647139,-106.700067,1940
Squamata,Pituophis catenifer,Montana,46.26478,-106.785312,1940
Squamata,Coluber constrictor,Montana,46.26478,-106.785312,1940
Squamata,Coluber constrictor,Montana,45.285819,-106.222546,1940
Squamata,Thamnophis elegans,Montana,46.26478,-106.785312,1940
Squamata,Heterodon nasicus,Montana,45.964873,-106.650522,1940
Squamata,Crotalus viridis,Montana,48.563962,-109.790049,1937
Squamata,Crotalus viridis,Montana,48.563962,-109.790049,1937
Testudines,Chrysemys picta,Montana,46.4083,-105.84,1888
